id,target
0711.3253,1
1905.12705,2
1610.03718,2
1712.05840,2
q-bio/0512042,1
2111.02068,1
2301.10397,1
2312.00522,4
1104.0091,3
2108.02419,2
hep-ph/0612207,3
1411.5954,1
1907.12093,2
2005.14477,3
2112.08164,3
2009.10764,2
1603.02438,2
hep-ph/9501335,3
1108.0945,2
2103.01570,2
1507.07870,2
1905.06037,4
1803.07138,2
2009.01517,4
1312.0424,2
1909.05137,1
2207.13126,4
2401.07178,4
2310.19788,4
1911.09511,4
1811.10109,2
2001.06281,4
1607.07197,2
2402.01820,2
2302.09756,4
2207.02359,2
2205.06583,4
2309.03532,4
2007.13103,2
1312.0153,3
hep-ph/0206295,3
2302.08731,2
1306.2820,2
cond-mat/0402673,3
1401.7492,1
2206.00610,1
1407.2660,3
cond-mat/9803245,3
0911.2364,3
gr-qc/0306083,3
2102.12517,3
2107.07206,2
1501.02287,1
2109.12337,2
2004.09318,4
1306.1378,2
1304.3814,2
2001.02744,1
2106.15365,1
1105.2900,2
2209.06337,1
1009.4263,3
1101.5376,1
2212.02178,4
2303.10514,4
2310.17571,4
1304.3350,2
1506.04698,2
1003.4881,2
cond-mat/0302384,3
1512.01175,3
2108.07455,4
1308.6756,2
1308.6120,2
2110.01427,4
2002.06809,3
1302.2194,3
1605.09282,1
2301.13152,4
2401.15205,4
2106.09978,2
2106.12332,4
2303.00889,4
0909.5040,3
1409.6661,1
gr-qc/0009088,3
2401.09233,2
1912.09273,2
2105.00448,1
2311.11672,2
0708.0588,2
2309.13096,2
1912.09179,3
2211.07375,1
0904.1653,2
2003.00905,3
2403.04939,3
1602.07922,3
2402.09793,3
1801.06296,4
1007.0805,3
2107.00909,4
2304.07471,3
2012.12961,1
1403.7680,2
1610.07894,4
2112.13414,2
2006.11976,2
2204.07474,4
2206.02716,1
1412.7172,4
2205.01639,2
2106.05536,4
1809.02433,2
1704.07259,1
2112.05336,3
hep-th/0304228,3
2003.09255,2
cond-mat/0005046,3
2008.09177,1
1306.5962,3
1609.08213,1
2101.08813,2
2401.04579,1
2202.07517,4
hep-ph/0412229,3
1209.1791,2
q-bio/0603003,1
1001.2966,3
2207.02458,2
q-bio/0611019,1
1912.10060,3
2101.02970,3
2110.01873,4
2307.08651,2
1602.03862,1
2102.03900,3
2110.03689,1
2210.03013,3
2401.12457,3
1108.4059,1
hep-ph/9505339,3
2205.07579,4
2310.09529,1
1703.06496,1
nlin/0201031,3
2207.00330,1
1406.7586,3
1309.5094,2
1912.13249,4
2202.00871,2
math/0110103,1
2304.00735,3
2005.10154,2
1206.0713,3
2004.06586,2
2401.11046,4
1703.00259,2
1103.5973,2
2106.09979,1
1712.08760,3
2307.05122,4
2205.00573,2
1408.2794,2
cond-mat/0208284,3
1111.5228,2
2012.08988,4
cond-mat/0607501,3
1812.03475,4
0901.1315,2
1807.07593,1
1306.3292,3
2208.12541,2
2106.14077,4
2007.10432,4
1407.2995,3
1406.2447,1
2402.02714,2
1403.2574,1
quant-ph/0211050,3
2310.19147,4
1610.02035,3
1212.0442,4
2308.07268,4
astro-ph/9710186,3
0812.3083,2
2009.04786,2
q-bio/0406008,1
1112.0796,1
2207.04004,2
2201.07590,1
q-bio/0405019,1
1411.2215,2
1601.00934,4
math/0411197,1
2211.16473,1
hep-ph/0309180,3
2206.02477,4
1803.10881,4
1912.04661,4
1909.12578,2
1508.07505,2
2012.11751,3
1509.06970,1
1606.07381,2
hep-ph/9510436,3
1309.7382,1
2110.03552,4
1908.01109,4
2212.11765,2
2311.04374,4
2005.09583,4
2209.12979,3
1705.07655,3
1503.03194,2
1110.5197,2
2311.03471,4
1611.01771,2
2309.10005,1
1508.01143,3
2307.00748,3
1502.05743,2
1009.4958,1
nucl-ex/9803002,3
2006.05002,1
1509.05954,2
1601.00085,2
1307.3358,1
q-bio/0606001,1
1206.3384,2
1608.00213,2
1603.03027,3
2107.12094,2
1905.01706,2
1709.00113,3
0710.4106,2
1602.08927,4
0802.3525,3
1006.2208,3
1510.00237,2
1806.01696,4
1503.06317,2
2002.04369,4
2107.12023,4
q-bio/0512023,1
1812.03526,2
1611.06217,4
2008.05875,4
2306.17111,4
1811.09549,2
cond-mat/0602208,3
2107.02242,2
hep-th/9209034,3
0806.3143,3
2308.08978,1
2009.10782,3
2201.08283,2
0709.1750,1
1508.07571,1
2111.09192,2
2209.09956,2
math-ph/0302065,3
astro-ph/0004380,3
2301.00092,4
2111.01911,2
2311.14577,2
0808.3870,1
2212.13145,4
2208.06907,4
1109.0642,2
2112.02067,3
2011.05589,2
1902.05899,1
1803.06922,2
1202.0375,3
2006.04428,4
1404.1180,2
1606.02045,2
2105.07727,4
2209.02590,1
1811.09309,2
1908.07662,1
2003.06218,2
2006.13784,3
1802.03756,2
2103.03300,2
2102.08754,4
2007.06847,1
2012.00219,4
2012.12325,1
1108.4393,2
2001.01860,2
1607.00077,2
hep-ph/0203264,3
2006.00737,4
2403.02124,1
2112.10447,2
2005.03453,1
1611.03015,4
0907.0645,2
2207.09943,4
2310.09578,2
2201.01433,2
1803.08474,1
2312.00955,4
1506.08391,1
0802.0220,2
2203.16809,4
1805.00387,2
2208.07305,2
1803.02136,1
0907.1827,2
math-ph/0504077,3
2310.00095,3
0809.0654,1
2006.01328,4
2308.09211,4
1806.09532,1
1001.4947,3
2309.08652,2
1307.8076,3
2401.07038,4
2212.11518,2
2309.04193,4
2004.13264,4
0911.2582,3
1811.09921,2
2108.06282,4
1906.10333,4
0705.3533,3
q-bio/0611018,1
1303.6067,3
0901.3719,1
2101.06675,2
1705.01472,3
2002.04595,3
hep-ph/0602020,3
2402.01856,3
2106.15094,4
2009.05732,1
1807.07925,4
2212.08297,2
2303.10306,4
1903.03887,2
1111.0924,3
2204.08986,4
1907.04147,4
1910.07018,4
2203.10867,1
2112.06192,4
hep-th/0401067,3
1612.02312,2
2102.06233,2
1406.0394,2
1805.11844,2
1508.02913,1
2301.01007,4
2301.00248,2
0805.3309,3
0908.1082,2
1407.4512,2
1102.3679,3
2005.09066,2
1012.3190,3
1806.01731,2
2102.03502,2
2206.09164,4
2007.04267,4
2006.00652,1
1701.00957,3
2105.05532,4
1610.05057,1
2011.09273,1
2401.16607,3
2109.00408,4
2304.10349,2
1602.06186,2
2403.05541,2
1607.01248,2
2102.01535,3
1802.03306,3
1411.1993,1
2308.10359,4
2312.03984,3
1607.07582,2
1607.02421,2
2111.14000,4
2003.14371,3
1511.09187,3
2101.12402,2
1707.05250,2
1903.11686,2
1902.10318,4
2109.03179,4
2309.07305,1
2010.11388,2
math/0610175,3
1301.3227,2
1205.6254,2
1703.05810,1
1104.1923,1
1903.07308,1
2102.09099,1
1112.2939,2
2402.05243,1
1805.12198,1
2203.11778,3
1810.01412,1
2303.05597,3
2310.07132,2
2209.04685,2
1811.08083,4
2010.01241,2
2204.02376,2
2108.13914,4
2211.13123,2
2206.06820,2
2110.11651,4
1902.09343,3
2106.16019,3
1802.04427,1
1505.05670,1
2110.04207,1
astro-ph/0112555,3
1712.05606,1
1501.00882,2
2306.01660,2
1612.04665,3
2112.06815,4
2010.07659,4
1102.1928,1
2108.11919,3
2003.05221,4
math/0702405,2
2307.07374,4
2110.12722,4
1705.08022,2
2208.08341,4
2308.00062,4
1505.07513,1
2010.04930,4
2105.10599,2
2202.00929,2
2108.04737,4
2208.01690,4
1010.5276,3
2105.04330,4
2212.04203,4
2303.00669,3
2009.10320,4
1905.07902,4
1402.4047,2
1903.05171,3
1505.00288,2
1012.0348,2
1910.09400,3
math/0702726,2
2002.02599,4
1407.8068,2
2004.01238,4
2209.02154,4
2305.13043,1
1506.04443,1
1711.02600,2
2106.12262,4
1603.03675,4
1607.05572,2
2402.06999,4
2402.18828,3
2308.01881,4
1202.3834,1
2209.08062,3
1909.04767,2
1710.06561,4
2209.05863,4
1802.05333,4
2008.12152,2
2205.12917,4
2104.02399,4
2108.06267,3
2203.09548,2
1906.09034,2
2301.11358,4
2106.10236,2
2302.09861,4
2012.12963,1
2206.00574,4
2308.11890,1
2203.10179,1
2206.12511,2
2206.10287,4
2209.04770,4
2103.03632,4
1906.07117,1
1305.5922,1
2302.08838,2
q-bio/0411016,1
2001.08262,3
2202.08117,4
2007.04909,2
2006.14869,4
2211.08919,2
1501.06589,3
q-bio/0510037,1
1301.0547,1
1112.0226,2
2011.09268,4
2103.05071,3
1408.6118,2
2312.00160,4
nucl-th/0611001,3
1409.6378,1
1704.07321,2
2012.02277,2
1701.07281,1
1912.08726,4
cond-mat/0505494,3
2303.08968,2
2004.04501,2
2008.06178,4
1912.12375,3
2304.12134,4
2311.07513,2
0802.2890,3
2107.08630,4
1104.1609,3
2301.10643,4
2211.00948,2
1907.03119,1
1904.12992,4
0810.3101,3
hep-th/0203253,3
2108.13707,4
1902.06941,2
2008.11530,3
2101.02288,2
2105.07815,4
1007.1121,3
astro-ph/0212049,3
2109.08945,1
1403.0627,2
2401.10370,2
2303.09507,3
1707.07625,3
2003.02111,3
0804.1690,1
2305.00700,4
1903.07737,2
1601.07961,2
2311.00013,4
2211.13567,4
2103.14907,1
2211.15260,2
hep-th/9702143,3
1409.0665,2
2402.14003,4
2211.12669,4
1006.2555,2
2005.03513,4
2102.02945,4
1812.06684,3
math/0611274,2
2106.01788,3
hep-ph/0104068,3
2107.03231,1
2103.00838,2
2311.12743,2
2208.02609,2
2105.08139,2
1810.07243,4
1901.06854,3
1410.2098,1
hep-th/0001214,3
1710.03007,3
2402.05276,4
2008.03355,2
2309.04020,4
2003.10674,2
2005.06878,4
1303.2333,1
2309.03133,2
2009.11580,4
1409.0747,3
0905.2504,3
2204.01284,2
hep-ex/0110037,3
1701.06279,1
2310.19543,4
2111.03825,4
1910.06463,2
1405.2384,2
0810.0868,1
2008.02041,4
2110.02693,4
1512.03641,2
1612.09469,2
q-bio/0512044,1
1710.08860,2
1409.3272,1
1001.3570,2
1201.2899,2
1805.11084,1
1905.10116,4
1209.1903,2
q-bio/0408019,1
1105.1109,1
2205.15738,4
0711.0985,3
1712.10141,3
2105.01040,4
2001.03838,4
0710.0631,3
1601.04351,2
1207.4074,1
2106.14824,2
2005.12784,4
2312.05827,2
0902.2386,3
2003.08556,1
2310.00197,4
2308.03654,1
1801.06677,4
1111.0977,1
2003.14276,4
1007.0504,3
1201.0106,2
1807.04179,3
2312.08017,3
2012.09648,2
hep-ph/0406109,3
1712.04802,4
1603.04766,1
1607.04488,2
1909.11219,4
1604.08495,3
2402.01322,3
1507.02679,3
astro-ph/0111084,3
2310.02773,4
astro-ph/0306616,3
2401.02565,1
1302.6883,3
1401.5666,2
1901.01485,4
cs/0610053,2
hep-ph/9505349,3
1503.01944,3
1707.09295,1
2007.01412,3
0908.1926,2
2012.05088,2
2301.13099,4
1302.2710,1
1907.05689,2
hep-th/0203141,3
2202.11671,4
cond-mat/0001339,3
2205.05002,4
2002.05193,4
2310.03435,4
0805.3408,3
1205.5369,2
2003.10433,1
2005.06636,4
2308.01596,4
2202.12511,4
1208.6486,2
2401.12856,2
2010.01197,2
2204.07904,1
1903.11804,2
2212.14372,2
1902.03327,4
0706.0194,1
0802.1407,2
2303.08613,4
2304.00438,4
1808.00296,4
1405.2609,2
1911.00996,1
2002.10566,4
0905.0781,2
1808.04878,4
2309.11595,4
quant-ph/0608171,3
2209.09649,2
2012.04410,3
1604.02454,1
2006.11988,1
2402.02489,1
2012.06856,2
2106.05503,4
2106.15208,2
1905.08042,2
1804.09043,2
1009.6150,3
2305.18145,4
1101.0446,2
2206.02344,4
0705.0912,1
2205.08334,3
1603.00987,2
1903.10859,1
2110.03070,4
2402.07287,3
1602.02492,1
2310.17701,3
1804.00820,2
0807.2732,3
2110.12218,4
2105.03683,4
1304.5156,2
2108.09763,2
2004.08730,1
2105.11892,4
1809.04334,1
2107.12420,4
1207.3479,3
2305.17523,2
2307.08649,2
2309.06383,4
1310.6822,2
2203.07063,1
1911.06893,2
1012.1293,3
1606.07857,3
2202.08825,1
0804.2716,3
1001.1616,2
2309.01764,4
q-bio/0403011,1
2110.10918,1
hep-ph/0002122,3
1211.1429,3
2008.13042,4
2304.07855,4
math/0512502,3
2306.12930,3
gr-qc/9908080,3
2205.10316,1
1611.02026,2
2207.02641,4
2304.00210,4
2102.12658,2
2203.10505,4
astro-ph/0305245,3
1710.07780,3
1010.3696,3
1208.3197,3
1401.5383,1
2201.00071,3
1712.08102,4
0902.2516,2
2401.05657,4
1511.00323,1
2006.07729,4
2103.04449,4
1209.3593,3
1810.03140,4
2009.05875,4
1309.1671,3
2310.17473,4
2209.15496,2
1601.00229,2
1303.0875,1
cond-mat/0405223,3
2311.07151,1
2312.00457,4
1611.01767,2
1808.02233,4
2309.07023,2
1403.2284,3
2002.05048,1
1502.06074,2
1902.06294,2
2202.04154,4
2306.04305,4
2310.04424,1
2206.00568,2
2104.11674,1
1301.1565,1
1904.12889,3
1111.3885,2
0705.0848,3
2303.08462,2
1906.04613,4
1608.00354,4
2110.03906,4
1903.00954,2
1305.6868,2
2112.09534,2
astro-ph/0008189,3
1108.5811,3
2001.00622,2
1702.02485,1
0911.0064,3
1604.06892,2
2111.03950,4
0711.2718,2
2005.07575,2
1710.04693,3
1303.5785,1
physics/0604195,3
q-bio/0604002,1
2402.11103,3
2109.13777,4
1204.0633,2
math/0610324,2
2103.03045,4
1706.02090,2
2004.05759,1
1605.07042,1
1301.0068,1
1603.01341,2
2212.07972,2
1609.00415,2
1601.05125,1
1701.02647,2
hep-ex/0408007,3
2211.06926,3
1703.00918,2
1108.5264,2
1812.08435,2
1009.1100,2
q-bio/0402042,1
1607.01619,2
2311.05847,1
2112.10542,4
astro-ph/0608622,3
1308.1704,2
2103.07407,2
1502.00882,2
2204.07220,4
1407.4490,1
q-bio/0410016,1
2212.07521,4
0901.2751,1
math/0601526,2
1102.0426,3
0807.5112,3
2210.01774,2
2309.08808,4
2101.09398,4
2311.16375,1
1209.5156,3
1603.00097,1
cond-mat/9703160,3
2204.10478,4
2302.01924,1
hep-th/9806043,3
2101.02287,2
2310.18736,4
cond-mat/0004452,3
1904.00111,4
2105.12432,2
1710.04818,2
2002.10034,1
1608.04987,1
2203.13887,4
2302.03135,4
2209.11950,1
astro-ph/0512512,3
cond-mat/0411335,3
2305.00033,1
1504.03934,2
2308.01364,1
2309.09299,4
1109.0828,2
1605.00307,2
2012.04489,3
1801.05041,4
2001.01518,2
0911.0589,1
2011.00143,4
1112.1814,1
1605.02628,1
1103.5968,2
2009.09614,4
2101.00399,4
1902.07343,4
2105.07284,1
2012.07161,3
2006.02048,4
1801.02925,4
1811.05742,3
1310.6526,2
2207.00685,4
2112.14312,3
2007.05543,3
2310.04125,2
2006.15306,4
1408.6279,2
1909.12184,3
2205.10627,1
1511.08272,1
2101.09214,2
1602.06335,1
2102.10947,3
2207.04346,4
2102.07008,4
q-bio/0408013,1
2307.01276,3
1504.03895,2
2012.11046,4
2104.07962,2
2211.01951,2
2305.08880,4
cond-mat/0601704,3
1401.2548,2
1211.2989,3
2402.09789,4
2210.17063,4
1411.1103,2
1512.06290,4
gr-qc/0605128,3
2001.11891,2
2106.06582,4
1811.05567,4
2204.13424,4
1306.4619,2
2212.00143,1
1909.02474,2
0904.1772,2
2102.02564,4
2202.02300,2
1602.05477,2
0907.0514,1
2401.17298,3
1811.08578,1
2004.06916,1
0906.3841,2
1702.02777,2
1003.1895,1
2003.06343,1
2208.12323,4
2211.07392,2
1602.06570,1
0712.1293,3
2211.10573,3
1908.02166,4
1507.04247,3
1706.01728,1
2010.05672,1
2111.09032,2
1401.7887,1
cond-mat/0203134,3
2201.01132,4
1811.04125,4
1907.12909,4
math-ph/0307041,3
1306.0858,3
2207.06564,4
1701.04167,2
2103.01313,1
1308.0077,3
2305.01475,1
2005.05196,4
2207.05303,4
2401.07728,2
2010.13554,4
1804.07392,2
2205.03706,4
2110.14836,3
1803.01389,2
astro-ph/0102254,3
1201.3749,1
0910.0928,1
1112.2379,2
0909.1690,2
1707.01457,2
2211.04349,2
2007.05933,2
2010.07289,2
1401.7170,2
1910.12358,4
2401.07152,4
1412.1991,2
1712.04594,4
1904.09165,4
2310.17517,4
1907.12623,4
1404.6790,1
2304.01049,1
1309.1138,2
1906.08357,4
hep-th/9310153,3
2205.00577,4
2201.03378,2
1907.12658,4
2307.15863,4
2107.07294,4
2204.10504,1
1703.01137,2
2311.12496,4
1902.00786,2
2402.15585,4
2103.03354,3
2307.14499,4
1507.02974,2
2310.12983,4
2205.02110,1
hep-th/0107260,3
1708.05713,2
2005.02181,1
1907.07036,4
1911.09985,2
2303.14249,4
1909.00836,4
2205.07077,2
2112.04621,3
astro-ph/9704164,3
mtrl-th/9607001,3
2301.11587,2
1712.02943,1
2112.05948,4
1603.07944,3
1205.0686,1
2101.02917,2
1809.02886,1
2310.06151,2
2402.05982,1
1609.04375,1
1310.7018,2
1908.00663,4
2008.07102,3
1608.02706,2
2105.09976,4
1203.5932,1
2212.03603,4
2203.10777,2
2006.11039,3
1911.09128,4
2307.05630,4
2202.11427,3
1507.02007,1
hep-th/9706090,3
2308.13899,4
2006.14045,4
1205.3555,2
0904.3748,3
1908.03264,1
1902.02463,1
0710.5817,1
2012.15252,3
1904.05921,2
1901.05113,2
2302.13928,3
2311.09972,4
1803.10376,2
1906.00296,4
1504.02516,2
2012.01850,4
2305.09317,1
1109.4471,3
1404.3347,2
2009.09993,2
2307.00622,4
1803.09020,4
2402.16609,2
2305.04748,2
q-bio/0611033,1
1208.0162,1
cond-mat/0305618,3
1901.00177,4
2303.16012,2
0912.4404,2
2312.07999,4
2106.12520,1
1903.11117,4
2308.16391,2
1805.06339,4
2311.00392,1
1408.3650,2
1310.3397,2
1808.03376,3
2303.11959,2
1811.03766,2
1907.12654,1
1608.06959,2
2305.03124,4
1402.1288,2
1505.05932,3
2101.12312,4
2002.12572,4
2401.14593,2
astro-ph/0304310,3
1301.4535,3
quant-ph/9802002,3
1302.4679,2
2005.06390,2
2103.02648,1
1907.01830,3
astro-ph/0612023,3
2107.07168,4
0803.1288,3
1808.03273,1
1902.09606,2
0802.3585,2
1908.07581,4
2208.10435,2
2006.05574,2
0901.1544,1
1708.01161,2
2206.14706,1
1912.07700,2
2209.07092,2
1505.06048,3
2307.05078,4
0805.1711,3
2104.07465,3
2307.14463,4
1709.06296,2
1704.03244,2
1208.3438,1
2305.10541,1
1405.3270,1
1806.00817,2
1505.03585,3
cs/0611084,1
2402.05272,2
1908.04057,1
1803.09005,1
2006.09723,2
2102.12547,3
2310.10797,2
1011.5343,2
2301.03659,1
2210.01267,4
q-bio/0412002,1
2012.11222,4
2006.04659,2
1610.01271,4
2206.14844,2
1305.5369,1
1906.02838,4
1505.02546,2
2401.00342,4
hep-th/9605190,3
1206.2966,4
2107.07850,3
1712.04475,3
1405.0369,1
0801.4047,2
nucl-th/0608025,3
2112.06032,4
2209.08213,4
2111.06519,3
1810.02004,4
2108.04152,1
hep-ph/9807266,3
1906.09608,3
2011.04198,3
2001.08759,3
1611.05690,2
2111.02696,3
1701.03512,2
2101.01389,1
1409.2023,2
1406.4114,2
1312.4592,3
1505.01550,2
1904.00117,1
2201.01818,1
2403.07920,1
2103.01672,3
2308.03507,4
2402.03953,2
2301.10153,2
1804.03110,4
2308.12470,4
2403.09155,4
2201.04266,4
2107.06194,2
2001.10384,2
2209.04406,1
2312.09479,4
1111.3365,3
0712.1219,1
2211.14903,4
2110.00778,3
1803.10318,1
1902.05342,3
physics/0106062,3
1906.04322,2
2301.00509,4
1209.4695,2
2310.02750,3
0903.0582,1
1102.3702,2
1912.02251,4
2106.12578,3
1908.04756,4
2010.04018,3
2105.11053,2
2306.14445,4
2105.14560,4
1810.11619,2
1906.10111,3
2308.03858,2
1005.0221,2
2108.02196,4
2305.10473,1
1106.5706,2
1908.02552,4
1711.06940,4
2004.00201,2
2107.06174,4
2310.14320,2
1906.11186,2
astro-ph/0603103,3
2105.12008,1
2312.10084,2
1902.10169,1
1310.7547,3
2205.11918,1
1905.02073,4
2110.07746,1
1812.04211,4
cond-mat/9805202,3
2006.11035,1
2403.00819,2
1909.02931,1
1312.3926,1
1709.06151,1
2205.07836,4
1902.05610,4
1906.10258,4
cond-mat/0411605,3
1004.4822,2
2203.13912,3
2307.01491,1
1704.02588,1
2103.16264,2
2008.09021,4
2011.13157,4
2005.02034,4
2105.10488,1
1909.05986,4
1802.00842,4
1509.06472,2
1911.09836,3
2101.06478,4
2010.05984,4
1409.5151,3
2012.00729,2
2207.11509,1
2303.06503,1
2112.04723,4
0707.4026,3
2104.10957,1
0903.1643,2
2311.17472,3
1405.7042,3
1210.6655,3
1207.4614,3
1303.0237,2
1306.3359,2
0802.4088,3
2010.04695,3
nucl-ex/0206008,3
2401.07818,4
1403.3638,2
2402.14763,4
2002.05143,2
1906.04631,4
2102.06671,4
1910.02951,1
2301.05333,2
1703.08807,2
1008.5058,2
1001.4603,1
1409.2575,2
1605.08365,3
1312.5983,1
q-bio/0501023,1
2105.00545,4
2311.15871,4
2002.09032,1
1907.08244,3
math/0505639,4
1103.5661,2
2201.05672,4
1210.0596,3
1908.02545,2
1510.01890,2
1504.03802,1
1411.7991,2
2304.01141,4
1812.06973,2
2008.00673,4
2111.06340,1
1011.4499,2
1809.03425,2
1803.03858,3
1906.07992,4
2402.12528,2
1808.08230,1
2312.02110,4
gr-qc/0101044,3
2106.12762,3
astro-ph/0611504,3
1705.01348,2
2304.11735,4
1612.06665,2
2302.04068,2
1102.3946,3
2205.00279,2
2103.12808,1
2211.00410,4
2112.03789,2
2210.10641,1
1703.03553,1
2302.12223,4
0706.2177,3
1105.2803,1
2308.08066,2
1303.2910,2
1112.5766,2
2402.17620,4
1404.5222,2
1107.0036,2
1406.6902,2
2106.00088,4
2312.07683,4
2310.08613,1
2206.12399,2
2310.02455,1
2207.02930,4
2107.00466,3
2211.07212,2
1907.06200,4
2401.11016,4
1409.1956,2
1912.05625,1
2310.15206,1
2103.01926,4
2206.03289,1
1701.07175,2
2312.03165,4
0912.1079,1
2003.08810,2
1301.2845,1
1501.04123,2
2008.01979,3
2012.11972,2
1910.06381,4
solv-int/9810013,3
2310.05924,3
gr-qc/9810041,3
1204.1230,3
1809.00697,4
1807.02819,3
1705.01446,2
2210.08698,4
2211.16647,1
1311.4503,2
astro-ph/0509750,3
nucl-ex/0309009,3
1401.6318,3
1710.05086,1
1603.03265,1
1801.00602,1
2009.00436,4
1410.0915,2
0910.5156,3
1905.12500,4
2301.13414,4
2101.10359,4
astro-ph/0610003,3
2108.10075,2
1002.0567,2
1609.00183,1
1107.0549,3
1901.11123,2
2107.12862,2
1402.6965,3
nlin/0605027,3
2110.07873,1
astro-ph/9802059,3
2211.12366,4
2305.16632,2
1606.02728,3
1910.09202,2
2006.10555,4
2201.02703,1
1904.12775,4
2110.08410,4
1305.6099,4
1605.04320,3
2308.10993,4
1201.4916,3
2108.02315,1
1906.09694,2
1808.05311,2
1307.1159,3
1908.11118,3
cond-mat/0608458,3
2007.15586,3
1508.05114,2
2204.11678,1
2312.14256,4
1105.6154,4
hep-th/0602241,3
1909.10129,4
1808.10532,4
1202.2401,3
1412.3948,2
2202.13426,1
2311.16410,3
2306.09239,1
1704.00301,1
1704.04559,3
1405.4907,3
2106.08272,1
2312.11530,2
quant-ph/0606009,3
2209.05914,4
1609.08880,1
1205.2878,2
1908.01866,1
1710.08677,3
2006.16383,2
1001.1916,2
1505.04921,2
0709.2027,1
2011.04256,2
2212.01267,2
1411.4622,3
2311.07067,4
1504.04774,2
hep-th/0303246,3
q-bio/0703055,1
cond-mat/0609015,3
1201.5448,2
cond-mat/0401034,3
1812.03566,4
2012.03854,4
1601.07019,1
1902.10100,4
2110.14929,4
1508.04748,2
1705.09727,3
2301.04687,4
1910.04648,4
astro-ph/0107310,3
1709.10374,1
1603.07225,2
2302.12670,4
2103.16330,4
1703.00308,2
1710.04901,3
2002.02966,4
2312.07520,4
2311.14204,4
1603.03577,1
2211.00871,2
2207.09016,4
2104.14662,4
1507.03080,3
2202.03927,4
1510.00767,1
2112.14846,4
2005.01835,4
2402.11864,2
2210.03224,3
1912.06307,4
2006.04727,2
2305.15279,1
1501.02895,3
2009.03151,4
2004.06420,2
1410.6752,1
nucl-th/0304083,3
0705.0053,2
2209.05559,2
0802.1171,3
2206.10475,4
hep-ex/9910062,3
1904.02487,3
2210.11003,4
0907.5599,2
1806.01166,2
2207.07055,4
2309.12927,1
1202.2559,2
0909.2341,2
1909.01970,2
1901.08826,2
1805.02605,2
gr-qc/0603122,3
1809.01977,3
2102.06232,4
1504.06031,2
2207.07343,4
1605.03440,1
1410.5120,3
1012.0190,3
2008.08387,4
2301.09016,4
1602.08429,2
2309.15712,3
1910.13960,2
2305.02604,4
1902.00766,2
2210.01109,2
quant-ph/0609233,3
1310.7521,3
2403.00785,2
0904.3132,4
1608.01276,1
1203.1309,3
2005.09717,4
q-bio/0510007,1
2303.05781,4
2110.12282,2
2312.05481,4
1707.02447,1
2007.01194,2
1501.00911,3
2112.03874,2
2109.05545,1
hep-ph/0011020,3
1007.1442,1
0909.0123,2
2203.12395,2
astro-ph/0101484,3
2106.10033,2
1401.1465,1
math/0609403,2
cond-mat/0407077,3
2307.10694,4
1902.02920,4
1804.01487,1
1210.2965,3
1008.2663,2
2301.08232,2
1705.09952,4
1412.7943,2
2002.00953,4
2006.16206,4
2203.06685,4
1509.03513,1
2112.05950,4
2209.05688,1
1802.03042,2
0806.4149,3
2210.02728,1
1708.07037,2
2106.02819,3
2310.09105,4
2103.04021,4
2003.13718,3
hep-ex/9802020,3
2009.08045,4
1403.6428,1
1202.2491,1
1607.07706,2
1908.01728,3
1601.06904,1
2212.14477,2
1705.01357,3
1809.01470,4
hep-lat/0110138,3
1406.7330,2
1104.4034,3
2402.11370,4
2311.06780,4
2301.12499,4
1912.06232,3
1205.2193,3
1907.06673,2
2203.12408,4
1504.05706,1
2311.11366,4
2110.00921,4
2109.00338,1
2101.01482,3
2203.13650,1
0910.3226,1
hep-th/0606215,3
2004.11279,2
2109.14861,4
2007.09911,2
2010.10132,2
1702.05315,2
2303.11399,4
2007.15419,4
2305.19089,4
2011.11485,4
physics/9912041,3
2102.04461,4
1012.3868,3
2310.04853,4
cond-mat/0502190,3
cond-mat/0607322,3
2109.09220,4
gr-qc/0111113,3
1803.04094,2
2108.05066,2
2308.13804,4
1206.2665,2
2303.08217,2
1311.0530,2
2203.08143,2
2209.06902,2
0812.3117,2
1602.03491,3
1810.04281,1
2207.12602,4
1801.00597,2
2112.01995,4
1511.01529,2
cond-mat/0210069,3
math/0612470,2
0707.1421,3
1801.08746,4
1402.4894,3
0909.3363,2
1607.05826,1
2002.10206,2
1310.1102,2
2211.07903,4
2109.12304,3
2107.09636,2
1902.05622,4
1403.8125,2
2211.06472,4
1205.6900,3
1702.05005,2
1511.08733,3
2108.13072,2
2010.15547,3
1309.0491,2
1906.10957,4
1801.03039,1
1611.09982,3
1908.05556,4
2212.05235,2
1611.03740,2
1202.3025,2
1210.2959,1
1806.01416,1
2009.07233,1
2311.06357,1
q-bio/0508044,1
1311.2961,1
2401.09097,1
2108.08465,4
hep-th/0606005,3
1306.5198,2
2311.03195,4
1808.07578,3
1803.07164,4
2401.12050,4
cond-mat/0109101,3
1103.3482,2
2003.10962,1
astro-ph/0511145,3
1801.04623,1
1801.03087,3
2010.08957,1
1207.5269,2
1906.05327,2
2201.11493,3
1304.7934,2
2109.07646,4
2111.10374,1
0710.0646,3
2002.08453,3
1008.4838,3
2305.13997,1
2003.05913,4
2103.14321,1
1607.02581,1
1904.11376,2
2202.11714,3
1511.05465,2
1311.4068,2
1904.09088,2
1804.00223,2
1911.06442,4
2307.03552,4
math/0702413,2
q-bio/0701051,1
1512.05322,3
2012.10390,1
hep-th/9709213,3
